Title;Rating;Genre;Year;Director;Image
Jurassic World;6.682;Action;2015;Colin Trevorrow;images\135397.jpg
A Frozen Rooster;7.7;Animation;2022;Rodolfo Riva Palacio Alatriste;images\573171.jpg
Harry Potter 20th Anniversary: Return to Hogwarts;7.29;Documentary;2022;Eran Creevy;images\899082.jpg
Run Rabbit Run;5.311;Horror;2023;Daina Reid;images\714669.jpg
Dragon Ball Z: Battle of Gods;6.8;Animation;2013;Masahiro Hosoda;images\126963.jpg
Naruto Shippuden the Movie;7.369;Animation;2007;Hajime Kamegaki;images\20982.jpg
Marisol;0.0;Drama;2023;Kevin Abrams;images\1057835.jpg
Shrek Forever After;6.351;Comedy;2010;Mike Mitchell;images\10192.jpg
With Every Heartbeat;7.083;Romance;2011;Alexandra-Therese Keining;images\71325.jpg
Michael Jackson: Luces y sombras;0.0;Documentary;2023;Unknown;images\1173476.jpg
The Incredibles;7.704;Action;2004;Brad Bird;images\9806.jpg
Lolita;7.122;Drama;1997;Adrian Lyne;images\9769.jpg
Wonder Woman;7.236;Action;2017;Patty Jenkins;images\297762.jpg
Roald Dahl's The Witches;6.399;Family;2020;Robert Zemeckis;images\531219.jpg
Room Salon College Girls 3;5.0;Romance;2020;Lee Min-woo;images\698779.jpg
Quicksand;6.125;Thriller;2023;Andres Beltran;images\954388.jpg
Medieval;7.118;Action;2022;Petr Jákl;images\551271.jpg
The Day of the Locust;6.316;Drama;1975;John Schlesinger;images\5122.jpg
The Aristocats;7.29;Animation;1970;Wolfgang Reitherman;images\10112.jpg
Descendants of Adultery;4.7;Romance;2016;Lee Sang-soo;images\419329.jpg
Flora and Son;10.0;Comedy;2023;John Carney;images\1059811.jpg
Nope;6.9;Horror;2022;Jordan Peele;images\762504.jpg
The Ledge;6.497;Thriller;2022;Howard J. Ford;images\924482.jpg
Star Wars: The Rise of Skywalker;6.366;Adventure;2019;J.J. Abrams;images\181812.jpg
Godzilla: King of the Monsters;6.7;Science Fiction;2019;Michael Dougherty;images\373571.jpg
Wrong Turn;5.973;Horror;2021;Mike P. Nelson;images\630586.jpg
Saw IV;6.152;Horror;2007;Darren Lynn Bousman;images\663.jpg
Jurassic World: Fallen Kingdom;6.548;Action;2018;J. A. Bayona;images\351286.jpg
My Neighbor Totoro;8.072;Fantasy;1988;Hayao Miyazaki;images\8392.jpg
Mission: Impossible - Rogue Nation;7.19;Action;2015;Christopher McQuarrie;images\177677.jpg
Army of the Dead;6.25;Action;2021;Zack Snyder;images\503736.jpg
How the Grinch Stole Christmas;6.741;Family;2000;Ron Howard;images\8871.jpg
Project Gemini;5.844;Science Fiction;2022;Serik Beyseu;images\575322.jpg
Bite Night;6.5;Horror;2022;Maria Lee Metheringham;images\645516.jpg
Jokyoshi Nikki 2 Abakareta Sei;9.7;Unknown;1996;Hiroaki Ito;images\630940.jpg
Shutter Island;8.201;Drama;2010;Martin Scorsese;images\11324.jpg
Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3;6.0;Documentary;2023;Brad Baruh;images\1165487.jpg
Beauty and the Beast;6.6;Drama;1977;Luigi Russo;images\197836.jpg
Django Unchained;8.171;Drama;2012;Quentin Tarantino;images\68718.jpg
God Is a Bullet;6.337;Action;2023;Nick Cassavetes;images\808396.jpg
The Boss Baby: Christmas Bonus;6.8;Animation;2022;Matt Engstrom;images\1045944.jpg
What Happened at the Carpenter's Shop;5.143;Romance;2020;No Hyun-jin;images\685833.jpg
The Tank;5.1;Horror;2023;Scott Walker;images\1098160.jpg
Pacific Rim: Uprising;6.131;Action;2018;Steven S. DeKnight;images\268896.jpg
Prizefighter: The Life of Jem Belcher;6.362;History;2022;Daniel Graham;images\943822.jpg
Sinbad: Legend of the Seven Seas;6.932;Family;2003;Tim Johnson;images\14411.jpg
Thor: The Dark World;6.539;Action;2013;Alan Taylor;images\76338.jpg
Sneakers;6.897;Comedy;1992;Phil Alden Robinson;images\2322.jpg
The Hunger Games: Catching Fire;7.418;Adventure;2013;Francis Lawrence;images\101299.jpg
The Truman Show;8.133;Comedy;1998;Peter Weir;images\37165.jpg
The First Purge;5.988;Horror;2018;Gerard McMurray;images\442249.jpg
Powder;6.923;Drama;1995;Victor Salva;images\12665.jpg
Pretty Young Sister;8.0;Drama;2020;Choi Jin-chul;images\734367.jpg
Big Sur Gay Porn;7.0;Documentary;2023;Ryan A. White;images\1128514.jpg
Aquaman;6.897;Action;2018;James Wan;images\297802.jpg
Once Upon a Time… in Hollywood;7.437;Comedy;2019;Quentin Tarantino;images\466272.jpg
Dragon Ball Z: Wrath of the Dragon;7.236;Animation;1995;Mitsuo Hashimoto;images\39108.jpg
Campeonex;6.464;Comedy;2023;Javier Fesser;images\1074080.jpg
Attack on Titan;6.025;Science Fiction;2022;Noah Luke;images\1033219.jpg
Decision to Leave;7.407;Thriller;2022;Park Chan-wook;images\705996.jpg
Shark Bait;5.8;Horror;2022;James Nunn;images\960258.jpg
Through My Window;7.395;Drama;2022;Marçal Forés;images\818647.jpg
Simple Passion;4.913;Romance;2021;Danielle Arbid;images\526811.jpg
London Has Fallen;6.183;Action;2016;Babak Najafi;images\267860.jpg
Timescape;7.75;Science Fiction;2022;Aristomenis Tsirbas;images\948163.jpg
Zoey 102;7.0;Romance;2023;Nancy Hower;images\1073170.jpg
Emmanuelle 4;4.674;Drama;1984;Francis Leroi;images\40978.jpg
Ambush;5.536;War;2023;Mark Burman;images\1074034.jpg
Oh My Goodness!;4.889;Comedy;2023;Laurent Tirard;images\885243.jpg
Scream 4;6.4;Horror;2011;Wes Craven;images\41446.jpg
Batman Begins;7.7;Action;2005;Christopher Nolan;images\272.jpg
Space Jam: A New Legacy;6.831;Family;2021;Malcolm D. Lee;images\379686.jpg
Youthful Older Sister;9.0;Romance;2018;Kim Tae-Soo;images\505292.jpg
Star Wars: The Force Awakens;7.293;Adventure;2015;J.J. Abrams;images\140607.jpg
Black Panther;7.39;Action;2018;Ryan Coogler;images\284054.jpg
The Lost City;6.603;Action;2022;Adam Nee;images\752623.jpg
Grown Ups;6.361;Comedy;2010;Dennis Dugan;images\38365.jpg
Rise;7.523;Comedy;2022;Cédric Klapisch;images\771077.jpg
Saw V;6.155;Horror;2008;David Hackl;images\11917.jpg
Split;7.337;Horror;2017;M. Night Shyamalan;images\381288.jpg
Polar;6.254;Action;2019;Jonas Åkerlund;images\483906.jpg
Wrong Turn 3: Left for Dead;5.613;Horror;2009;Declan O'Brien;images\23823.jpg
Taming The Younger Sister-in-Law;6.667;Drama;2020;Pae Kon;images\784941.jpg
Spirit: Stallion of the Cimarron;7.697;Animation;2002;Kelly Asbury;images\9023.jpg
Despicable Me;7.227;Family;2010;Pierre Coffin;images\20352.jpg
2012;5.819;Action;2009;Roland Emmerich;images\14161.jpg
Whiplash;8.381;Drama;2014;Damien Chazelle;images\244786.jpg
The Good Dinosaur;6.744;Adventure;2015;Peter Sohn;images\105864.jpg
Inglourious Basterds;8.215;Drama;2009;Quentin Tarantino;images\16869.jpg
Mission: Impossible;6.969;Adventure;1996;Brian De Palma;images\954.jpg
Rambo;6.653;Action;2008;Sylvester Stallone;images\7555.jpg
Bye 2;0.0;Unknown;2020;Tanveer Hashmi;images\849775.jpg
Mission: Impossible - Ghost Protocol;7.068;Action;2011;Brad Bird;images\56292.jpg
Halloween Ends;6.212;Horror;2022;David Gordon Green;images\616820.jpg
Madagascar: Escape 2 Africa;6.487;Family;2008;Eric Darnell;images\10527.jpg
The Hell-Fated Courtesan;6.0;Drama;1973;Noboru Tanaka;images\123341.jpg
Mulan;6.907;Adventure;2020;Niki Caro;images\337401.jpg
Brave;7.011;Animation;2012;Brenda Chapman;images\62177.jpg
Mandingo;6.668;Romance;1975;Richard Fleischer;images\38027.jpg
Kung Fu Panda 2;6.969;Animation;2011;Jennifer Yuh Nelson;images\49444.jpg
Ehrengard: The Art of Seduction;6.9;Romance;2023;Bille August;images\1113448.jpg
Radical;0.0;Drama;2023;Christopher Zalla;images\1058694.jpg
One Hundred and One Dalmatians;7.163;Adventure;1961;Hamilton Luske;images\12230.jpg
Scary Movie 5;4.807;Comedy;2013;Malcolm D. Lee;images\4258.jpg
Madagascar;6.892;Family;2005;Eric Darnell;images\953.jpg
Troy;7.145;Adventure;2004;Wolfgang Petersen;images\652.jpg
Malignant;6.834;Horror;2021;James Wan;images\619778.jpg
Dumbo;6.6;Family;2019;Tim Burton;images\329996.jpg
The Notebook;7.881;Romance;2004;Nick Cassavetes;images\11036.jpg
The Shack;7.495;Drama;2017;Stuart Hazeldine;images\345938.jpg
My Otaku Girlfriend;10.0;Drama;2023;Edio Raven;images\1175107.jpg
Creed II;7.016;Drama;2018;Steven Caple Jr.;images\480530.jpg
Khanzab;5.7;Horror;2023;Anggy Umbara;images\1058833.jpg
How to Train Your Dragon;7.813;Fantasy;2010;Chris Sanders;images\10191.jpg
Play Dead;6.449;Horror;2022;Patrick Lussier;images\1020696.jpg
Underworld: Blood Wars;5.839;Fantasy;2016;Anna Foerster;images\346672.jpg
Surviving my Quinceañera;0.0;Comedy;2023;Chava Cartas;images\1172029.jpg
Jupiter Ascending;5.4;Science Fiction;2015;Lilly Wachowski;images\76757.jpg
To Me, the One Who Loved You;5.663;Animation;2022;Kenichi Kasai;images\874745.jpg
Suck Me Shakespeer;7.025;Comedy;2013;Bora Dagtekin;images\233063.jpg
Beau Is Afraid;6.822;Comedy;2023;Ari Aster;images\798286.jpg
A Week in Paradise;4.9;Romance;2022;Philippe Martinez;images\838720.jpg
A Haunted House 2;6.108;Comedy;2014;Michael Tiddes;images\184345.jpg
Sicario: Day of the Soldado;6.899;Action;2018;Stefano Sollima;images\400535.jpg
The Help;8.203;Drama;2011;Tate Taylor;images\50014.jpg
Transformers: Age of Extinction;5.921;Science Fiction;2014;Michael Bay;images\91314.jpg
Creed;7.413;Action;2015;Ryan Coogler;images\312221.jpg
Ryo;7.0;Animation;2013;Koichi Chigira;images\221184.jpg
Scarface;8.168;Action;1983;Brian De Palma;images\111.jpg
Monster Hunter;6.648;Action;2020;Paul W. S. Anderson;images\458576.jpg
Nobody;8.019;Action;2021;Ilya Naishuller;images\615457.jpg
Girl in the Basement;7.767;Crime;2021;Elisabeth Röhm;images\801335.jpg
Saving Private Ryan;8.208;Drama;1998;Steven Spielberg;images\857.jpg
Wrong Turn 2: Dead End;6.067;Horror;2007;Joe Lynch;images\13186.jpg
Saw VI;6.259;Horror;2009;Kevin Greutert;images\22804.jpg
Maze Runner: The Death Cure;7.107;Science Fiction;2018;Wes Ball;images\336843.jpg
The Hunger Games: Mockingjay - Part 2;6.887;Action;2015;Francis Lawrence;images\131634.jpg
Rush Hour;7.014;Action;1998;Brett Ratner;images\2109.jpg
Women;3.8;Drama;1995;Patrick Alessandrin;images\186622.jpg
Penguins of Madagascar;6.52;Family;2014;Eric Darnell;images\270946.jpg
The Widows of Thursdays;5.4;Crime;2009;Marcelo Piñeyro;images\38238.jpg
Women's Prison Massacre;4.296;Action;1983;Bruno Mattei;images\45233.jpg
Maze Runner: The Scorch Trials;6.723;Science Fiction;2015;Wes Ball;images\294254.jpg
The Purge: Anarchy;6.651;Horror;2014;James DeMonaco;images\238636.jpg
Annabelle;5.762;Horror;2014;John R. Leonetti;images\250546.jpg
The Parent Trap;7.164;Comedy;1998;Nancy Meyers;images\9820.jpg
The Nurse on a Military Tour;4.821;Comedy;1977;Nando Cicero;images\45933.jpg
White Chicks;6.922;Comedy;2004;Keenen Ivory Wayans;images\12153.jpg
You're Next;6.593;Horror;2013;Adam Wingard;images\83899.jpg
Infinite;6.6;Science Fiction;2021;Antoine Fuqua;images\581726.jpg
Scream 2;6.5;Horror;1997;Wes Craven;images\4233.jpg
Back to the Future;8.313;Adventure;1985;Robert Zemeckis;images\105.jpg
Doraemon: Nobita's Sky Utopia;7.0;Animation;2023;Takumi Doyama;images\1030587.jpg
13 Hours: The Secret Soldiers of Benghazi;7.27;War;2016;Michael Bay;images\300671.jpg
DC League of Super-Pets;7.339;Animation;2022;Jared Stern;images\539681.jpg
The Bad Guys;7.629;Animation;2022;Pierre Perifel;images\629542.jpg
Tayuan;8.4;Drama;2023;Topel Lee;images\1127227.jpg
Rambo: First Blood Part II;6.619;Action;1985;George P. Cosmatos;images\1369.jpg
Sea of Time;7.7;Drama;2022;Theu Boermans;images\1002125.jpg
Alice in Wonderland;7.185;Animation;1951;Hamilton Luske;images\12092.jpg
Dawn of the Planet of the Apes;7.305;Science Fiction;2014;Matt Reeves;images\119450.jpg
Maleficent;7.091;Fantasy;2014;Robert Stromberg;images\102651.jpg
The Twilight Saga: New Moon;6.003;Adventure;2009;Chris Weitz;images\18239.jpg
Man of Steel;6.614;Action;2013;Zack Snyder;images\49521.jpg
Flower & Snake 3;6.075;Drama;2010;Yusuke Narita;images\63455.jpg
Satanic Pandemonium;6.421;Horror;1975;Gilberto Martínez Solares;images\57084.jpg
Miss Peregrine's Home for Peculiar Children;6.822;Fantasy;2016;Tim Burton;images\283366.jpg
Antikalpa;1.0;Horror;2023;Wen-Han Shih;images\977209.jpg
Bosomy Backhouse Girl;1.0;Romance;2020;Lee Dong-Joon;images\711642.jpg
The Book of Life;7.532;Animation;2014;Jorge R. Gutierrez;images\228326.jpg
RRR;7.819;Action;2022;S. S. Rajamouli;images\579974.jpg
Alice in Wonderland;6.627;Family;2010;Tim Burton;images\12155.jpg
Love, Sex and 30 Candles;6.929;Drama;2023;Stephina Zwane;images\1162172.jpg
The Lion King II: Simba's Pride;6.943;Family;1998;Darrell Rooney;images\9732.jpg
Disenchanted;6.85;Comedy;2022;Adam Shankman;images\338958.jpg
Invasion;6.941;Science Fiction;2020;Fyodor Bondarchuk;images\514207.jpg
Pride & Prejudice;8.083;Drama;2005;Joe Wright;images\4348.jpg
Beauty Salon: Special Service 2;8.375;Romance;2018;Jo Tae-ho;images\502242.jpg
Superfast!;5.0;Comedy;2015;Jason Friedberg;images\325358.jpg
Atomic Blonde;6.4;Action;2017;David Leitch;images\341013.jpg
Midway;7.2;Action;2019;Roland Emmerich;images\522162.jpg
Alien: Covenant;6.086;Science Fiction;2017;Ridley Scott;images\126889.jpg
The Terminator;7.646;Action;1984;James Cameron;images\218.jpg
The List;6.7;Romance;2023;Melissa Miller Costanzo;images\1151344.jpg
The Hobbit: An Unexpected Journey;7.338;Adventure;2012;Peter Jackson;images\49051.jpg
Apocalypto;7.567;Action;2006;Mel Gibson;images\1579.jpg
Aliens;7.932;Action;1986;James Cameron;images\679.jpg
The SpongeBob SquarePants Movie;6.998;Family;2004;Mark Osborne;images\11836.jpg
Beauty in Rope Hell;5.611;Drama;1983;Genji Nakamura;images\185689.jpg
Top Gun;7.047;Romance;1986;Tony Scott;images\744.jpg
Mother's Day;5.964;Action;2023;Mateusz Rakowicz;images\1107872.jpg
Scooby-Doo! and the Witch's Ghost;7.372;Animation;1999;Jim Stenstrum;images\17681.jpg
Berserk: The Golden Age Arc II - The Battle for Doldrey;7.316;Action;2012;Toshiyuki Kubooka;images\118412.jpg
Mean Girls;7.186;Comedy;2004;Mark Waters;images\10625.jpg
Emergency Declaration;7.622;Action;2022;Han Jae-rim;images\626872.jpg
Lee Chaedam's G-Spot;5.333;Romance;2017;Park Joo-yeong;images\701561.jpg
Inside;5.8;Drama;2023;Vasilis Katsoupis;images\958196.jpg
Paprika;7.045;Drama;1991;Tinto Brass;images\50270.jpg
Death on the Nile;6.47;Mystery;2022;Kenneth Branagh;images\505026.jpg
Teen Wolf: The Movie;7.639;Action;2023;Russell Mulcahy;images\877703.jpg
Watchmen;7.333;Action;2009;Zack Snyder;images\13183.jpg
Godzilla;6.287;Action;2014;Gareth Edwards;images\124905.jpg
The Imitation Game;8.007;History;2014;Morten Tyldum;images\205596.jpg
The Karate Kid;6.526;Action;2010;Harald Zwart;images\38575.jpg
Dog;7.353;Drama;2022;Channing Tatum;images\626735.jpg
Guillermo del Toro's Pinocchio;8.18;Animation;2022;Guillermo del Toro;images\555604.jpg
Suicide Squad;5.909;Action;2016;David Ayer;images\297761.jpg
X-Men: Apocalypse;6.514;Action;2016;Bryan Singer;images\246655.jpg
Transformers: The Last Knight;6.061;Action;2017;Michael Bay;images\335988.jpg
Edge of Tomorrow;7.605;Action;2014;Doug Liman;images\137113.jpg
Dragon Ball GT: A Hero's Legacy;6.749;Animation;1997;Osamu Kasai;images\18095.jpg
The Fifth Element;7.53;Adventure;1997;Luc Besson;images\18.jpg
Nightcrawler;7.703;Crime;2014;Dan Gilroy;images\242582.jpg
Ice Age: Continental Drift;6.361;Animation;2012;Steve Martino;images\57800.jpg
Bohemian Rhapsody;7.998;Music;2018;Bryan Singer;images\424694.jpg
Indiana Jones and the Kingdom of the Crystal Skull;5.997;Adventure;2008;Steven Spielberg;images\217.jpg
Batman: The Doom That Came to Gotham;6.7;Animation;2023;Sam Liu;images\1003579.jpg
The Princess;6.893;Action;2022;Le Van Kiet;images\759175.jpg
Carlos;0.0;Documentary;2023;Rudy Valdez;images\1129199.jpg
The Curse of La Llorona;5.701;Horror;2019;Michael Chaves;images\480414.jpg
Sinner: The Secret Diary of a Nymphomaniac;5.2;Drama;1973;Jesús Franco;images\203474.jpg
Past Lives;7.819;Drama;2023;Celine Song;images\666277.jpg
They Cloned Tyrone;6.772;Comedy;2023;Juel Taylor;images\736769.jpg
Alita: Battle Angel;7.218;Action;2019;Robert Rodriguez;images\399579.jpg
Supercell;5.992;Action;2023;Herbert James Winterstern;images\842945.jpg
The Black Phone;7.702;Horror;2022;Scott Derrickson;images\756999.jpg
Teenage Mutant Ninja Turtles;6.61;Science Fiction;1990;Steve Barron;images\1498.jpg
The Hobbit: The Desolation of Smaug;7.57;Fantasy;2013;Peter Jackson;images\57158.jpg
Beauty Salon: Special Service;6.2;Romance;2016;Lee Ri-dan;images\452251.jpg
Terrifier;6.52;Horror;2018;Damien Leone;images\420634.jpg
Monster High: The Movie;7.0;Family;2022;Todd Holland;images\335795.jpg
Heaven in Hell;7.278;Drama;2023;Tomasz Mandes;images\1017066.jpg
Athena;6.65;Action;2022;Romain Gavras;images\852046.jpg
The Forever Purge;7.032;Horror;2021;Everardo Gout;images\602223.jpg
The Sea Beast;7.444;Animation;2022;Chris Williams;images\560057.jpg
Beautiful Teacher in Torture Hell;5.571;Drama;1985;Masahito Segawa;images\80788.jpg
Dragon Ball Z: Broly – Second Coming;6.706;Animation;1994;Shigeyasu Yamauchi;images\44251.jpg
Virgin Forest;5.5;Thriller;2022;Brillante Mendoza;images\985932.jpg
A Quiet Place Part II;7.509;Science Fiction;2021;John Krasinski;images\520763.jpg
Instructions Not Included;7.717;Comedy;2013;Eugenio Derbez;images\211954.jpg
The Wizard of Oz;7.572;Adventure;1939;Victor Fleming;images\630.jpg
One Week Friends;5.7;Drama;2022;Gavin Lin;images\945675.jpg
Bram Stoker's Dracula;7.449;Romance;1992;Francis Ford Coppola;images\6114.jpg
Sing;7.114;Animation;2016;Garth Jennings;images\335797.jpg
Hellboy;5.555;Fantasy;2019;Neil Marshall;images\456740.jpg
Maleficent: Mistress of Evil;7.324;Family;2019;Joachim Rønning;images\420809.jpg
Se7en;8.368;Crime;1995;David Fincher;images\807.jpg
Clifford the Big Red Dog;7.205;Family;2021;Walt Becker;images\585245.jpg
The Predator;5.6;Science Fiction;2018;Shane Black;images\346910.jpg
Infinity Pool;6.1;Horror;2023;Brandon Cronenberg;images\667216.jpg
Glass Onion: A Knives Out Mystery;7.058;Comedy;2022;Rian Johnson;images\661374.jpg
Hotel Paradise;5.367;Drama;1980;Edoardo Mulargia;images\141820.jpg
The Marvels;0.0;Action;2023;Nia DaCosta;images\609681.jpg
LEGO Frozen Northern Lights;6.638;Animation;2017;Unknown;images\431562.jpg
Insurgent;6.362;Action;2015;Robert Schwentke;images\262500.jpg
A Silent Voice: The Movie;8.404;Animation;2016;Naoko Yamada;images\378064.jpg
A Bug's Life;6.97;Adventure;1998;John Lasseter;images\9487.jpg
Life Is Beautiful;8.455;Comedy;1997;Roberto Benigni;images\637.jpg
The Jungle Book;7.276;Family;1967;Wolfgang Reitherman;images\9325.jpg
Celebrity Sex Tape;4.452;Comedy;2012;Scott Wheeler;images\87584.jpg
Alienoid;7.209;Science Fiction;2022;Choi Dong-hoon;images\601796.jpg
Halloween;7.562;Horror;1978;John Carpenter;images\948.jpg
Snoopy Presents: One-of-a-Kind Marcie;8.0;Animation;2023;Raymond S. Persi;images\1128604.jpg
Train to Busan;7.76;Horror;2016;Yeon Sang-ho;images\396535.jpg
The Trapped 13: How We Survived The Thai Cave;6.898;Documentary;2022;Pailin Wedel;images\1025169.jpg
Deep Sea;7.115;Animation;2023;Tian Xiao Peng;images\667717.jpg
Jumanji: The Next Level;6.932;Adventure;2019;Jake Kasdan;images\512200.jpg
Ant-Man;7.083;Science Fiction;2015;Peyton Reed;images\102899.jpg
Star Trek Beyond;6.781;Action;2016;Justin Lin;images\188927.jpg
1917;7.99;War;2019;Sam Mendes;images\530915.jpg
Lilo & Stitch;7.515;Animation;2002;Chris Sanders;images\11544.jpg
Hex;5.892;Action;2022;Chris Johnston;images\988233.jpg
Kingsman: The Golden Circle;6.972;Action;2017;Matthew Vaughn;images\343668.jpg
Wrong Turn 4: Bloody Beginnings;5.712;Horror;2011;Declan O'Brien;images\71672.jpg
National Sexuality Management Committee;0.0;Romance;2018;Gyeom Ji-san;images\716586.jpg
F9;7.141;Action;2021;Justin Lin;images\385128.jpg
Nefarious;7.0;Horror;2023;Cary Solomon;images\913673.jpg
Monsters University;7.031;Animation;2013;Dan Scanlon;images\62211.jpg
Mortal Kombat;5.838;Action;1995;Paul W. S. Anderson;images\9312.jpg
A Whisker Away;7.912;Animation;2020;Junichi Sato;images\667520.jpg
Trolls Band Together;0.0;Animation;2023;Walt Dohrn;images\901362.jpg
Peter Pan;7.223;Animation;1953;Hamilton Luske;images\10693.jpg
Rambo: Last Blood;6.52;Action;2019;Adrian Grünberg;images\522938.jpg
Berserk: The Golden Age Arc I - The Egg of the King;7.248;Action;2012;Toshiyuki Kubooka;images\113082.jpg
Alice Fades Away;6.3;Thriller;2021;Ryan Bliss;images\552317.jpg
Madagascar 3: Europe's Most Wanted;6.607;Animation;2012;Conrad Vernon;images\80321.jpg
American Psycho;7.4;Thriller;2000;Mary Harron;images\1359.jpg
Bank of Dave;6.684;Comedy;2023;Chris Foggin;images\937220.jpg
Venus;6.2;Drama;2022;Jaume Balagueró;images\931954.jpg
Three Thousand Years of Longing;6.945;Drama;2022;George Miller;images\556694.jpg
The Witch: Part 2. The Other One;7.273;Action;2022;Park Hoon-jung;images\615173.jpg
The Vow;7.235;Drama;2012;Michael Sucsy;images\72570.jpg
Golda;6.88;History;2023;Guy Nattiv;images\899524.jpg
Bandit;6.242;Crime;2022;Allan Ungar;images\842942.jpg
Incredibles 2;7.481;Action;2018;Brad Bird;images\260513.jpg
Baywatch;6.092;Comedy;2017;Seth Gordon;images\339846.jpg
Truth or Dare;5.963;Thriller;2018;Jeff Wadlow;images\460019.jpg
Battle for Saipan;5.91;War;2022;Brandon Slagle;images\1037644.jpg
Solo: A Star Wars Story;6.565;Science Fiction;2018;Ron Howard;images\348350.jpg
Young Aunt 2;5.0;Romance;2019;Jeong Jin-ho;images\698327.jpg
X-Men: Days of Future Past;7.524;Action;2014;Bryan Singer;images\127585.jpg
Men in Black: International;5.939;Comedy;2019;F. Gary Gray;images\479455.jpg
Boruto: Naruto the Movie;7.597;Animation;2015;Hiroyuki Yamashita;images\347201.jpg
The Untold Story 2;5.125;Thriller;1998;Andy Ng Yiu-Kuen;images\188813.jpg
X-Rated 2: The Greatest Adult Stars of All-Time;6.622;Documentary;2016;Eli Cross;images\427719.jpg
Defiance;6.83;Action;2008;Edward Zwick;images\13813.jpg
Halloween Kills;6.495;Horror;2021;David Gordon Green;images\610253.jpg
Orphan: First Kill;6.716;Horror;2022;William Brent Bell;images\760161.jpg
Black Water: Abyss;5.17;Horror;2020;Andrew Traucki;images\522444.jpg
Carter;6.102;Action;2022;Jung Byung-gil;images\800345.jpg
Get Real;6.71;Drama;1998;Simon Shore;images\24584.jpg
The Lair;5.45;Horror;2022;Neil Marshall;images\760204.jpg
The Enforcer;7.158;Action;2022;Richard Hughes;images\846433.jpg
Swapping, That Dangerous Sex;0.0;Romance;2020;Yoon Gyeong-sik;images\854661.jpg
The Penitent Thief;6.071;Drama;2021;Lucas Miles;images\778552.jpg
Rio;6.719;Animation;2011;Carlos Saldanha;images\46195.jpg
Tom & Jerry;6.868;Comedy;2021;Tim Story;images\587807.jpg
MexZombies;7.118;Horror;2022;Chava Cartas;images\675054.jpg
From Straight A's to XXX;5.931;Drama;2017;Vanessa Parise;images\441168.jpg
An Old Lady;7.318;Drama;2020;Lim Sun-ae;images\638423.jpg
Bottoms;7.5;Comedy;2023;Emma Seligman;images\814776.jpg
Heat;7.902;Action;1995;Michael Mann;images\949.jpg
Purple Hearts;8.157;Romance;2022;Elizabeth Allen Rosenbaum;images\762975.jpg
The Last: Naruto the Movie;7.763;Action;2014;Tsuneo Kobayashi;images\317442.jpg
Batman;7.216;Fantasy;1989;Tim Burton;images\268.jpg
Rampage;6.449;Action;2018;Brad Peyton;images\427641.jpg
Miracles from Heaven;7.4;Family;2016;Patricia Riggen;images\339984.jpg
Devotion;7.2;War;2022;J.D. Dillard;images\653851.jpg
Female Urologists 3;5.5;Drama;2020;Unknown;images\773804.jpg
Rogue One: A Star Wars Story;7.489;Action;2016;Gareth Edwards;images\330459.jpg
One Flew Over the Cuckoo's Nest;8.42;Drama;1975;Miloš Forman;images\510.jpg
Wonka;0.0;Adventure;2023;Paul King;images\787699.jpg
Pirates Down the Street II: The Ninjas from Across;6.6;Family;2022;Pim van Hoeve;images\946310.jpg
Kingdom of Heaven;6.906;Drama;2005;Ridley Scott;images\1495.jpg
Wild Hogs;5.938;Action;2007;Walt Becker;images\11199.jpg
To Every You I've Loved Before;6.643;Animation;2022;Jun Matsumoto;images\874743.jpg
The Addams Family;7.032;Comedy;1991;Barry Sonnenfeld;images\2907.jpg
My Name Is Vendetta;6.717;Action;2022;Cosimo Gomez;images\873126.jpg
Aladdin;7.114;Adventure;2019;Guy Ritchie;images\420817.jpg
Don't Be a Menace to South Central While Drinking Your Juice in the Hood;6.968;Comedy;1996;Paris Barclay;images\10607.jpg
The Incredible Hulk;6.204;Science Fiction;2008;Louis Leterrier;images\1724.jpg
Die Hart;6.0;Action;2023;Eric Appel;images\1077280.jpg
Greenland;7.142;Action;2020;Ric Roman Waugh;images\524047.jpg
Chappie;6.778;Crime;2015;Neill Blomkamp;images\198184.jpg
The Portable Door;6.647;Fantasy;2023;Jeffrey Walker;images\830896.jpg
The Jungle Book;6.86;Family;2016;Jon Favreau;images\278927.jpg
Night at the Museum: Secret of the Tomb;6.209;Adventure;2014;Shawn Levy;images\181533.jpg
Star Trek;7.433;Science Fiction;2009;J.J. Abrams;images\13475.jpg
Lightyear;7.059;Animation;2022;Angus MacLane;images\718789.jpg
Men in Black;7.184;Action;1997;Barry Sonnenfeld;images\607.jpg
Friday;7.148;Comedy;1995;F. Gary Gray;images\10634.jpg
Air;7.391;Drama;2023;Ben Affleck;images\964980.jpg
The Concubine;6.1;Drama;2012;Kim Dae-seung;images\122126.jpg
Ripper's Revenge;6.6;Horror;2023;Steven Lawson;images\1105014.jpg
Don't Breathe 2;7.126;Thriller;2021;Rodo Sayagues;images\482373.jpg
Twelve Monkeys;7.599;Science Fiction;1995;Terry Gilliam;images\63.jpg
Pinocchio;6.4;Fantasy;2022;Robert Zemeckis;images\532639.jpg
Men in Black 3;6.51;Action;2012;Barry Sonnenfeld;images\41154.jpg
Verbotenes Verlangen - Ich liebe meinen Schüler;6.0;Drama;2000;Zoltan Spirandelli;images\176177.jpg
